nfhs4_statecode,nfhs4_state,SL_NO,ITEM_CATEGORY,region,mpce
KA,Karnataka,27,consum. services excl. conveyance,Urban,191.86
KL,Kerala,27,consum. services excl. conveyance,Urban,236.77
MP,Madhya Pradesh,27,consum. services excl. conveyance,Urban,122.88
JK,Jammu & Kashmir,28,conveyance,Urban,278.87
JH,Jharkhand,28,conveyance,Urban,152.58
KA,Karnataka,28,conveyance,Urban,262
KL,Kerala,28,conveyance,Urban,371.07
MP,Madhya Pradesh,28,conveyance,Urban,169.55
JK,Jammu & Kashmir,29,rent,Urban,55.1
JH,Jharkhand,29,rent,Urban,153.17
KA,Karnataka,29,rent,Urban,636.66
KL,Kerala,29,rent,Urban,149.01
MP,Madhya Pradesh,29,rent,Urban,109.47
JK,Jammu & Kashmir,30,taxes & cesses,Urban,28.04
JH,Jharkhand,30,taxes & cesses,Urban,8.78
KA,Karnataka,30,taxes & cesses,Urban,52.26
KL,Kerala,30,taxes & cesses,Urban,30.59
MP,Madhya Pradesh,30,taxes & cesses,Urban,28.32
JK,Jammu & Kashmir,31,durable goods,Urban,285.39
JH,Jharkhand,31,durable goods,Urban,173.12
KA,Karnataka,31,durable goods,Urban,164.81
KL,Kerala,31,durable goods,Urban,412.43
MP,Madhya Pradesh,31,durable goods,Urban,152.07
JK,Jammu & Kashmir,32,non-food: total (16-31),Urban,1892.13
JH,Jharkhand,32,non-food: total (16-31),Urban,1640.45
KA,Karnataka,32,non-food: total (16-31),Urban,2479.83
KL,Kerala,32,non-food: total (16-31),Urban,2615.68
MP,Madhya Pradesh,32,non-food: total (16-31),Urban,1618.28
JK,Jammu & Kashmir,33,total expenditure (15+32),Urban,3675.04
JH,Jharkhand,33,total expenditure (15+32),Urban,2929
KA,Karnataka,33,total expenditure (15+32),Urban,4206.81
KL,Kerala,33,total expenditure (15+32),Urban,4462.86
MP,Madhya Pradesh,33,total expenditure (15+32),Urban,2814.38
JK,Jammu & Kashmir,34,"cooked meals recd. free inworkpl.*",Urban,0.83
JH,Jharkhand,34,"cooked meals recd. free inworkpl.*",Urban,3.04
KA,Karnataka,34,"cooked meals recd. free inworkpl.*",Urban,5.04
KL,Kerala,34,"cooked meals recd. free inworkpl.*",Urban,14.17
MP,Madhya Pradesh,34,"cooked meals recd. free inworkpl.*",Urban,1.55
JK,Jammu & Kashmir,35,cooked meals recd. as assistance *,Urban,17.6
JH,Jharkhand,35,cooked meals recd. as assistance *,Urban,14.17
KA,Karnataka,35,cooked meals recd. as assistance *,Urban,21.59
KL,Kerala,35,cooked meals recd. as assistance *,Urban,21.5
MP,Madhya Pradesh,35,cooked meals recd. as assistance *,Urban,10.54
JK,Jammu & Kashmir,36,clothing & footwear (2nd hand) **,Urban,3.68
JH,Jharkhand,36,clothing & footwear (2nd hand) **,Urban,0.78
KA,Karnataka,36,clothing & footwear (2nd hand) **,Urban,0.06
KL,Kerala,36,clothing & footwear (2nd hand) **,Urban,0.05
MP,Madhya Pradesh,36,clothing & footwear (2nd hand) **,Urban,0.09
JK,Jammu & Kashmir,37,"@books, journals, etc. (2nd hand)",Urban,0.81
JH,Jharkhand,37,"@books, journals, etc. (2nd hand)",Urban,1.23
KA,Karnataka,37,"@books, journals, etc. (2nd hand)",Urban,0.7
KL,Kerala,37,"@books, journals, etc. (2nd hand)",Urban,0.7
MP,Madhya Pradesh,37,"@books, journals, etc. (2nd hand)",Urban,0.58
JK,Jammu & Kashmir,38,"$durables (2ndhand)",Urban,1.78
JH,Jharkhand,38,"$durables (2ndhand)",Urban,4.61
KA,Karnataka,38,"$durables (2ndhand)",Urban,0.75
KL,Kerala,38,"$durables (2ndhand)",Urban,8.13
MP,Madhya Pradesh,38,"$durables (2ndhand)",Urban,1.78
JK,Jammu & Kashmir,39,imputed rent,Urban,910.87
JH,Jharkhand,39,imputed rent,Urban,357.07
KA,Karnataka,39,imputed rent,Urban,676.67
KL,Kerala,39,imputed rent,Urban,1002.12
MP,Madhya Pradesh,39,imputed rent,Urban,566.02
MH,Maharashtra,1,cereal,Urban,221.47
MN,Manipur,1,cereal,Urban,354.61
ML,Meghalaya,1,cereal,Urban,223.57
MZ,Mizoram,1,cereal,Urban,255.69
NL,Nagaland,1,cereal,Urban,310.8
MH,Maharashtra,2,gram,Urban,3.57
MN,Manipur,2,gram,Urban,1.29
ML,Meghalaya,2,gram,Urban,0.13
MZ,Mizoram,2,gram,Urban,1.82
NL,Nagaland,2,gram,Urban,0.98
MH,Maharashtra,3,cereal substitutes,Urban,5.47
MN,Manipur,3,cereal substitutes,Urban,0.95
ML,Meghalaya,3,cereal substitutes,Urban,0.68
MZ,Mizoram,3,cereal substitutes,Urban,0.2
NL,Nagaland,3,cereal substitutes,Urban,1.66
MH,Maharashtra,4,pulses and pulse products,Urban,70.76
MN,Manipur,4,pulses and pulse products,Urban,27.27
ML,Meghalaya,4,pulses and pulse products,Urban,31.94
MZ,Mizoram,4,pulses and pulse products,Urban,62.02
NL,Nagaland,4,pulses and pulse products,Urban,34.88
MH,Maharashtra,5,milk and milk products,Urban,267.47
MN,Manipur,5,milk and milk products,Urban,50.38
ML,Meghalaya,5,milk and milk products,Urban,100.17
MZ,Mizoram,5,milk and milk products,Urban,150.92
NL,Nagaland,5,milk and milk products,Urban,119.76
MH,Maharashtra,6,sugar,Urban,34.42
MN,Manipur,6,sugar,Urban,11.6
ML,Meghalaya,6,sugar,Urban,25.35
MZ,Mizoram,6,sugar,Urban,36.71
NL,Nagaland,6,sugar,Urban,16.38
MH,Maharashtra,7,salt,Urban,3.65
MN,Manipur,7,salt,Urban,4.33
ML,Meghalaya,7,salt,Urban,3.45
MZ,Mizoram,7,salt,Urban,4.4
NL,Nagaland,7,salt,Urban,3.25
MH,Maharashtra,8,edible oil,Urban,98.22
MN,Manipur,8,edible oil,Urban,54.22
ML,Meghalaya,8,edible oil,Urban,74.1
MZ,Mizoram,8,edible oil,Urban,85.13
NL,Nagaland,8,edible oil,Urban,52.28
MH,Maharashtra,9,"egg, fish & meat",Urban,134.05
MN,Manipur,9,"egg, fish & meat",Urban,240.4
ML,Meghalaya,9,"egg, fish & meat",Urban,319.46
MZ,Mizoram,9,"egg, fish & meat",Urban,562.97
NL,Nagaland,9,"egg, fish & meat",Urban,300.38
MH,Maharashtra,10,vegetables,Urban,188.51
MN,Manipur,10,vegetables,Urban,161.27
ML,Meghalaya,10,vegetables,Urban,213.23
MZ,Mizoram,10,vegetables,Urban,443.36
NL,Nagaland,10,vegetables,Urban,161.15
MH,Maharashtra,11,fruits (fresh),Urban,112.71
MN,Manipur,11,fruits (fresh),Urban,62.13
ML,Meghalaya,11,fruits (fresh),Urban,107.48
MZ,Mizoram,11,fruits (fresh),Urban,126.03
NL,Nagaland,11,fruits (fresh),Urban,65.21
MH,Maharashtra,12,fruits (dry),Urban,74.41
MN,Manipur,12,fruits (dry),Urban,6.4
ML,Meghalaya,12,fruits (dry),Urban,5.89
MZ,Mizoram,12,fruits (dry),Urban,12.49
NL,Nagaland,12,fruits (dry),Urban,5.8
MH,Maharashtra,13,spices,Urban,82.57
MN,Manipur,13,spices,Urban,69.68
ML,Meghalaya,13,spices,Urban,67.64
MZ,Mizoram,13,spices,Urban,72.72
NL,Nagaland,13,spices,Urban,47.34
MH,Maharashtra,14,"beverages, refreshments, etc.",Urban,361
MN,Manipur,14,"beverages, refreshments, etc.",Urban,173.38
ML,Meghalaya,14,"beverages, refreshments, etc.",Urban,298.59
MZ,Mizoram,14,"beverages, refreshments, etc.",Urban,363.86
NL,Nagaland,14,"beverages, refreshments, etc.",Urban,225.1
MH,Maharashtra,15,food: total (1-14),Urban,1658.27
MN,Manipur,15,food: total (1-14),Urban,1217.91
ML,Meghalaya,15,food: total (1-14),Urban,1471.68
MZ,Mizoram,15,food: total (1-14),Urban,2178.31
NL,Nagaland,15,food: total (1-14),Urban,1344.99
MH,Maharashtra,16,"pan, tobacco & intoxicants",Urban,51.29
MN,Manipur,16,"pan, tobacco & intoxicants",Urban,65.92
ML,Meghalaya,16,"pan, tobacco & intoxicants",Urban,190.93
MZ,Mizoram,16,"pan, tobacco & intoxicants",Urban,417.88
NL,Nagaland,16,"pan, tobacco & intoxicants",Urban,109.24
MH,Maharashtra,17,fuel and light,Urban,305.76
MN,Manipur,17,fuel and light,Urban,185.1
ML,Meghalaya,17,fuel and light,Urban,257.82
MZ,Mizoram,17,fuel and light,Urban,261.86
NL,Nagaland,17,fuel and light,Urban,228.16
MH,Maharashtra,18,clothing & bedding,Urban,250.81
MN,Manipur,18,clothing & bedding,Urban,127.85
ML,Meghalaya,18,clothing & bedding,Urban,156.77
MZ,Mizoram,18,clothing & bedding,Urban,262.55
NL,Nagaland,18,clothing & bedding,Urban,180.45
MH,Maharashtra,19,footwear,Urban,48.11
MN,Manipur,19,footwear,Urban,29.9
ML,Meghalaya,19,footwear,Urban,52.07
MZ,Mizoram,19,footwear,Urban,111.77
NL,Nagaland,19,footwear,Urban,52.84
MH,Maharashtra,20,education,Urban,337.49
MN,Manipur,20,education,Urban,258.91
ML,Meghalaya,20,education,Urban,297.98
MZ,Mizoram,20,education,Urban,170.2
NL,Nagaland,20,education,Urban,221.6
MH,Maharashtra,21,medical (institutional),Urban,64.98
MN,Manipur,21,medical (institutional),Urban,18.41
ML,Meghalaya,21,medical (institutional),Urban,20.59
MZ,Mizoram,21,medical (institutional),Urban,16.76
NL,Nagaland,21,medical (institutional),Urban,9.77
MH,Maharashtra,22,medical (non-institutional),Urban,101.78
MN,Manipur,22,medical (non-institutional),Urban,31.43
ML,Meghalaya,22,medical (non-institutional),Urban,37.04
MZ,Mizoram,22,medical (non-institutional),Urban,69.54
NL,Nagaland,22,medical (non-institutional),Urban,34.74
MH,Maharashtra,23,entertainment,Urban,79.49
MN,Manipur,23,entertainment,Urban,41.63
ML,Meghalaya,23,entertainment,Urban,85.51
MZ,Mizoram,23,entertainment,Urban,98.28
NL,Nagaland,23,entertainment,Urban,86.75
MH,Maharashtra,24,minor durable-type goods,Urban,18.66
MN,Manipur,24,minor durable-type goods,Urban,19.08
ML,Meghalaya,24,minor durable-type goods,Urban,20.36
MZ,Mizoram,24,minor durable-type goods,Urban,36.1
NL,Nagaland,24,minor durable-type goods,Urban,30.42
MH,Maharashtra,25,toilet articles,Urban,76.78
MN,Manipur,25,toilet articles,Urban,41.48
ML,Meghalaya,25,toilet articles,Urban,78.08
MZ,Mizoram,25,toilet articles,Urban,81.4
NL,Nagaland,25,toilet articles,Urban,85.41
MH,Maharashtra,26,other household consumables,Urban,72.78
MN,Manipur,26,other household consumables,Urban,30.34
ML,Meghalaya,26,other household consumables,Urban,43.18
MZ,Mizoram,26,other household consumables,Urban,57.02
NL,Nagaland,26,other household consumables,Urban,42.71
MH,Maharashtra,27,consum. services excl. conveyance,Urban,272.1
MN,Manipur,27,consum. services excl. conveyance,Urban,82.59
ML,Meghalaya,27,consum. services excl. conveyance,Urban,228.11
MZ,Mizoram,27,consum. services excl. conveyance,Urban,321.37
NL,Nagaland,27,consum. services excl. conveyance,Urban,327.93
MH,Maharashtra,28,conveyance,Urban,342.26
MN,Manipur,28,conveyance,Urban,191.71
ML,Meghalaya,28,conveyance,Urban,256.57
MZ,Mizoram,28,conveyance,Urban,234.01
NL,Nagaland,28,conveyance,Urban,147.24
MH,Maharashtra,29,rent,Urban,364.45
MN,Manipur,29,rent,Urban,28.13
ML,Meghalaya,29,rent,Urban,524
MZ,Mizoram,29,rent,Urban,134.51
NL,Nagaland,29,rent,Urban,110.21
MH,Maharashtra,30,taxes & cesses,Urban,74.62
MN,Manipur,30,taxes & cesses,Urban,27.91
ML,Meghalaya,30,taxes & cesses,Urban,10.02
MZ,Mizoram,30,taxes & cesses,Urban,77.57
NL,Nagaland,30,taxes & cesses,Urban,17.57
MH,Maharashtra,31,durable goods,Urban,225.96
MN,Manipur,31,durable goods,Urban,63.44
ML,Meghalaya,31,durable goods,Urban,96.04
MZ,Mizoram,31,durable goods,Urban,274.06
NL,Nagaland,31,durable goods,Urban,184.18
MH,Maharashtra,32,non-food: total (16-31),Urban,2687.33
MN,Manipur,32,non-food: total (16-31),Urban,1243.83
ML,Meghalaya,32,non-food: total (16-31),Urban,2355.07
MZ,Mizoram,32,non-food: total (16-31),Urban,2624.87
NL,Nagaland,32,non-food: total (16-31),Urban,1869.22
MH,Maharashtra,33,total expenditure (15+32),Urban,4345.6
MN,Manipur,33,total expenditure (15+32),Urban,2461.74
ML,Meghalaya,33,total expenditure (15+32),Urban,3826.75
MZ,Mizoram,33,total expenditure (15+32),Urban,4803.18
NL,Nagaland,33,total expenditure (15+32),Urban,3214.21
MH,Maharashtra,34,"cooked meals recd. free inworkpl.*",Urban,8.94
MN,Manipur,34,"cooked meals recd. free inworkpl.*",Urban,0.09
ML,Meghalaya,34,"cooked meals recd. free inworkpl.*",Urban,1.89
MZ,Mizoram,34,"cooked meals recd. free inworkpl.*",Urban,0.48
NL,Nagaland,34,"cooked meals recd. free inworkpl.*",Urban,3.06
MH,Maharashtra,35,cooked meals recd. as assistance *,Urban,13.43
MN,Manipur,35,cooked meals recd. as assistance *,Urban,1.72
ML,Meghalaya,35,cooked meals recd. as assistance *,Urban,5.64
MZ,Mizoram,35,cooked meals recd. as assistance *,Urban,5.27
NL,Nagaland,35,cooked meals recd. as assistance *,Urban,0
MH,Maharashtra,36,clothing & footwear (2nd hand) **,Urban,0.26
MN,Manipur,36,clothing & footwear (2nd hand) **,Urban,8.66
ML,Meghalaya,36,clothing & footwear (2nd hand) **,Urban,2.22
MZ,Mizoram,36,clothing & footwear (2nd hand) **,Urban,5.55
NL,Nagaland,36,clothing & footwear (2nd hand) **,Urban,19.66
MH,Maharashtra,37,"@books, journals, etc. (2nd hand)",Urban,0.97
MN,Manipur,37,"@books, journals, etc. (2nd hand)",Urban,1.53
ML,Meghalaya,37,"@books, journals, etc. (2nd hand)",Urban,2.22
MZ,Mizoram,37,"@books, journals, etc. (2nd hand)",Urban,0.99
NL,Nagaland,37,"@books, journals, etc. (2nd hand)",Urban,0.8
MH,Maharashtra,38,"$durables (2ndhand)",Urban,2.2
MN,Manipur,38,"$durables (2ndhand)",Urban,3.78
ML,Meghalaya,38,"$durables (2ndhand)",Urban,0.03
MZ,Mizoram,38,"$durables (2ndhand)",Urban,4.04
NL,Nagaland,38,"$durables (2ndhand)",Urban,2.28
MH,Maharashtra,39,imputed rent,Urban,1309.88
MN,Manipur,39,imputed rent,Urban,575.13
ML,Meghalaya,39,imputed rent,Urban,375.06
MZ,Mizoram,39,imputed rent,Urban,582.64
NL,Nagaland,39,imputed rent,Urban,360.45
OR,Odisha,1,cereal,Urban,242.82
PB,Punjab,1,cereal,Urban,190.4
RJ,Rajasthan,1,cereal,Urban,205.5
SK,Sikkim,1,cereal,Urban,282.31
TN,Tamil Nadu,1,cereal,Urban,253.25
OR,Odisha,2,gram,Urban,0.84
PB,Punjab,2,gram,Urban,9.77
RJ,Rajasthan,2,gram,Urban,1.21
SK,Sikkim,2,gram,Urban,3.29
TN,Tamil Nadu,2,gram,Urban,7.27
OR,Odisha,3,cereal substitutes,Urban,0
PB,Punjab,3,cereal substitutes,Urban,0
RJ,Rajasthan,3,cereal substitutes,Urban,0.14
SK,Sikkim,3,cereal substitutes,Urban,0
TN,Tamil Nadu,3,cereal substitutes,Urban,0.2
OR,Odisha,4,pulses and pulse products,Urban,52.34
PB,Punjab,4,pulses and pulse products,Urban,57.96
RJ,Rajasthan,4,pulses and pulse products,Urban,35.72
SK,Sikkim,4,pulses and pulse products,Urban,47.01
TN,Tamil Nadu,4,pulses and pulse products,Urban,70.39
OR,Odisha,5,milk and milk products,Urban,106.14
PB,Punjab,5,milk and milk products,Urban,575.71
RJ,Rajasthan,5,milk and milk products,Urban,473.78
SK,Sikkim,5,milk and milk products,Urban,215.58
TN,Tamil Nadu,5,milk and milk products,Urban,197.95
OR,Odisha,6,sugar,Urban,22.9
PB,Punjab,6,sugar,Urban,54.78
RJ,Rajasthan,6,sugar,Urban,39.22
SK,Sikkim,6,sugar,Urban,21.79
TN,Tamil Nadu,6,sugar,Urban,20.37
OR,Odisha,7,salt,Urban,3.71
PB,Punjab,7,salt,Urban,3.33
RJ,Rajasthan,7,salt,Urban,3.46
SK,Sikkim,7,salt,Urban,3.42
TN,Tamil Nadu,7,salt,Urban,3.15
OR,Odisha,8,edible oil,Urban,61.44
PB,Punjab,8,edible oil,Urban,70.56
RJ,Rajasthan,8,edible oil,Urban,63.86
SK,Sikkim,8,edible oil,Urban,106
TN,Tamil Nadu,8,edible oil,Urban,78.26
OR,Odisha,9,"egg, fish & meat",Urban,163.22
PB,Punjab,9,"egg, fish & meat",Urban,47.31
RJ,Rajasthan,9,"egg, fish & meat",Urban,53.32
SK,Sikkim,9,"egg, fish & meat",Urban,188.18
TN,Tamil Nadu,9,"egg, fish & meat",Urban,232.9
OR,Odisha,10,vegetables,Urban,189.28
PB,Punjab,10,vegetables,Urban,186.78
RJ,Rajasthan,10,vegetables,Urban,157.32
SK,Sikkim,10,vegetables,Urban,241.97
TN,Tamil Nadu,10,vegetables,Urban,178.53
OR,Odisha,11,fruits (fresh),Urban,84.16
PB,Punjab,11,fruits (fresh),Urban,103.59
RJ,Rajasthan,11,fruits (fresh),Urban,102.43
SK,Sikkim,11,fruits (fresh),Urban,59.26
TN,Tamil Nadu,11,fruits (fresh),Urban,148.12
OR,Odisha,12,fruits (dry),Urban,9.48
PB,Punjab,12,fruits (dry),Urban,37.62
RJ,Rajasthan,12,fruits (dry),Urban,48.27
SK,Sikkim,12,fruits (dry),Urban,30.6
TN,Tamil Nadu,12,fruits (dry),Urban,25.7
OR,Odisha,13,spices,Urban,58.07
PB,Punjab,13,spices,Urban,67.14
RJ,Rajasthan,13,spices,Urban,85.24
SK,Sikkim,13,spices,Urban,77.93
TN,Tamil Nadu,13,spices,Urban,101.77
OR,Odisha,14,"beverages, refreshments, etc.",Urban,255.52
PB,Punjab,14,"beverages, refreshments, etc.",Urban,383.5
RJ,Rajasthan,14,"beverages, refreshments, etc.",Urban,332.71
SK,Sikkim,14,"beverages, refreshments, etc.",Urban,615.18
TN,Tamil Nadu,14,"beverages, refreshments, etc.",Urban,416.69
OR,Odisha,15,food: total (1-14),Urban,1249.92
PB,Punjab,15,food: total (1-14),Urban,1788.46
RJ,Rajasthan,15,food: total (1-14),Urban,1602.18
SK,Sikkim,15,food: total (1-14),Urban,1892.52
TN,Tamil Nadu,15,food: total (1-14),Urban,1734.54
OR,Odisha,16,"pan, tobacco & intoxicants",Urban,50.91
PB,Punjab,16,"pan, tobacco & intoxicants",Urban,72.81
RJ,Rajasthan,16,"pan, tobacco & intoxicants",Urban,51.9
SK,Sikkim,16,"pan, tobacco & intoxicants",Urban,130.64
TN,Tamil Nadu,16,"pan, tobacco & intoxicants",Urban,64.25
OR,Odisha,17,fuel and light,Urban,216.15
PB,Punjab,17,fuel and light,Urban,424.99
RJ,Rajasthan,17,fuel and light,Urban,340.67
SK,Sikkim,17,fuel and light,Urban,222.95
TN,Tamil Nadu,17,fuel and light,Urban,228.14
OR,Odisha,18,clothing & bedding,Urban,181.58
PB,Punjab,18,clothing & bedding,Urban,282.67
RJ,Rajasthan,18,clothing & bedding,Urban,231.47
SK,Sikkim,18,clothing & bedding,Urban,310.65
TN,Tamil Nadu,18,clothing & bedding,Urban,178.93
OR,Odisha,19,footwear,Urban,27.3
PB,Punjab,19,footwear,Urban,58.61
RJ,Rajasthan,19,footwear,Urban,48.82
SK,Sikkim,19,footwear,Urban,77.44
TN,Tamil Nadu,19,footwear,Urban,27.08
OR,Odisha,20,education,Urban,204.84
PB,Punjab,20,education,Urban,339.65
RJ,Rajasthan,20,education,Urban,362.99
SK,Sikkim,20,education,Urban,506.41
TN,Tamil Nadu,20,education,Urban,273.73
OR,Odisha,21,medical (institutional),Urban,21.52
PB,Punjab,21,medical (institutional),Urban,48.37
RJ,Rajasthan,21,medical (institutional),Urban,40.65
SK,Sikkim,21,medical (institutional),Urban,69.53
TN,Tamil Nadu,21,medical (institutional),Urban,46.21
OR,Odisha,22,medical (non-institutional),Urban,79.96
PB,Punjab,22,medical (non-institutional),Urban,127.76
RJ,Rajasthan,22,medical (non-institutional),Urban,82.28
SK,Sikkim,22,medical (non-institutional),Urban,50.84
TN,Tamil Nadu,22,medical (non-institutional),Urban,84.47
OR,Odisha,23,entertainment,Urban,55.06
PB,Punjab,23,entertainment,Urban,89.68
RJ,Rajasthan,23,entertainment,Urban,54.5
SK,Sikkim,23,entertainment,Urban,112.58
TN,Tamil Nadu,23,entertainment,Urban,58.38
OR,Odisha,24,minor durable-type goods,Urban,15.68
PB,Punjab,24,minor durable-type goods,Urban,16.67
RJ,Rajasthan,24,minor durable-type goods,Urban,6.42
SK,Sikkim,24,minor durable-type goods,Urban,34.48
TN,Tamil Nadu,24,minor durable-type goods,Urban,14.22
OR,Odisha,25,toilet articles,Urban,59.02
PB,Punjab,25,toilet articles,Urban,74.02
RJ,Rajasthan,25,toilet articles,Urban,67.4
SK,Sikkim,25,toilet articles,Urban,71.62
TN,Tamil Nadu,25,toilet articles,Urban,85.87
OR,Odisha,26,other household consumables,Urban,45.09
PB,Punjab,26,other household consumables,Urban,75.26
RJ,Rajasthan,26,other household consumables,Urban,62.88
SK,Sikkim,26,other household consumables,Urban,49.92
TN,Tamil Nadu,26,other household consumables,Urban,76.29
OR,Odisha,27,consum. services excl. conveyance,Urban,124.95
PB,Punjab,27,consum. services excl. conveyance,Urban,251.72
RJ,Rajasthan,27,consum. services excl. conveyance,Urban,171.6
SK,Sikkim,27,consum. services excl. conveyance,Urban,195.25
TN,Tamil Nadu,27,consum. services excl. conveyance,Urban,182.31
OR,Odisha,28,conveyance,Urban,165.2
PB,Punjab,28,conveyance,Urban,338.65
RJ,Rajasthan,28,conveyance,Urban,265.77
SK,Sikkim,28,conveyance,Urban,138.03
TN,Tamil Nadu,28,conveyance,Urban,300.53
OR,Odisha,29,rent,Urban,190.63
PB,Punjab,29,rent,Urban,102.05
RJ,Rajasthan,29,rent,Urban,179.59
SK,Sikkim,29,rent,Urban,703.27
TN,Tamil Nadu,29,rent,Urban,410.91
OR,Odisha,30,taxes & cesses,Urban,6.34
PB,Punjab,30,taxes & cesses,Urban,24.71
RJ,Rajasthan,30,taxes & cesses,Urban,26.13
SK,Sikkim,30,taxes & cesses,Urban,15.49
TN,Tamil Nadu,30,taxes & cesses,Urban,21.51
OR,Odisha,31,durable goods,Urban,176.74
PB,Punjab,31,durable goods,Urban,314.29
RJ,Rajasthan,31,durable goods,Urban,196.11
SK,Sikkim,31,durable goods,Urban,114.59
TN,Tamil Nadu,31,durable goods,Urban,154.19
OR,Odisha,32,non-food: total (16-31),Urban,1620.98
PB,Punjab,32,non-food: total (16-31),Urban,2641.9
RJ,Rajasthan,32,non-food: total (16-31),Urban,2189.19
SK,Sikkim,32,non-food: total (16-31),Urban,2803.7
TN,Tamil Nadu,32,non-food: total (16-31),Urban,2207.03
OR,Odisha,33,total expenditure (15+32),Urban,2870.9
PB,Punjab,33,total expenditure (15+32),Urban,4430.37
RJ,Rajasthan,33,total expenditure (15+32),Urban,3791.37
SK,Sikkim,33,total expenditure (15+32),Urban,4696.22
TN,Tamil Nadu,33,total expenditure (15+32),Urban,3941.57
OR,Odisha,34,cooked meals recd. free in workpl.*,Urban,2.26
PB,Punjab,34,cooked meals recd. free in workpl.*,Urban,2.61
RJ,Rajasthan,34,cooked meals recd. free in workpl.*,Urban,5.6
SK,Sikkim,34,cooked meals recd. free in workpl.*,Urban,64.56
TN,Tamil Nadu,34,cooked meals recd. free in workpl.*,Urban,48.61
OR,Odisha,35,cooked meals recd. as assistance *,Urban,19.3
PB,Punjab,35,cooked meals recd. as assistance *,Urban,6.82
RJ,Rajasthan,35,cooked meals recd. as assistance *,Urban,7.23
SK,Sikkim,35,cooked meals recd. as assistance *,Urban,87.98
TN,Tamil Nadu,35,cooked meals recd. as assistance *,Urban,15.64
OR,Odisha,36,clothing & footwear (2nd hand) **,Urban,0.04
PB,Punjab,36,clothing & footwear (2nd hand) **,Urban,0.23
RJ,Rajasthan,36,clothing & footwear (2nd hand) **,Urban,0.23
SK,Sikkim,36,clothing & footwear (2nd hand) **,Urban,2.16
TN,Tamil Nadu,36,clothing & footwear (2nd hand) **,Urban,0.05
OR,Odisha,37,"@books, journals, etc. (2nd hand)",Urban,0.93
PB,Punjab,37,"@books, journals, etc. (2nd hand)",Urban,1.3
RJ,Rajasthan,37,"@books, journals, etc. (2nd hand)",Urban,0.41
SK,Sikkim,37,"@books, journals, etc. (2nd hand)",Urban,0.69
TN,Tamil Nadu,37,"@books, journals, etc. (2nd hand)",Urban,0.25
OR,Odisha,38,"$durables (2ndhand)",Urban,1.58
PB,Punjab,38,"$durables (2ndhand)",Urban,2.08
RJ,Rajasthan,38,"$durables (2ndhand)",Urban,1.54
SK,Sikkim,38,"$durables (2ndhand)",Urban,0
TN,Tamil Nadu,38,"$durables (2ndhand)",Urban,3.7
OR,Odisha,39,imputed rent,Urban,423.64
PB,Punjab,39,imputed rent,Urban,764.06
RJ,Rajasthan,39,imputed rent,Urban,721.33
SK,Sikkim,39,imputed rent,Urban,4.68
TN,Tamil Nadu,39,imputed rent,Urban,578.13
TG,Telangana,1,cereal,Urban,345.83
TR,Tripura,1,cereal,Urban,291.41
UT,Uttarakhand,1,cereal,Urban,258.52
UP,Uttar Pradesh,1,cereal,Urban,204.55
WB,West Bengal,1,cereal,Urban,251.97
TG,Telangana,2,gram,Urban,0.75
TR,Tripura,2,gram,Urban,0.41
UT,Uttarakhand,2,gram,Urban,7.52
UP,Uttar Pradesh,2,gram,Urban,4.22
WB,West Bengal,2,gram,Urban,1.73
TG,Telangana,3,cereal substitutes,Urban,0.06
TR,Tripura,3,cereal substitutes,Urban,0.03
UT,Uttarakhand,3,cereal substitutes,Urban,0.84
UP,Uttar Pradesh,3,cereal substitutes,Urban,0.28
WB,West Bengal,3,cereal substitutes,Urban,0.15
TG,Telangana,4,pulses and pulse products,Urban,71.75
TR,Tripura,4,pulses and pulse products,Urban,52.28
UT,Uttarakhand,4,pulses and pulse products,Urban,68.37
UP,Uttar Pradesh,4,pulses and pulse products,Urban,61.69
WB,West Bengal,4,pulses and pulse products,Urban,49.23
TG,Telangana,5,milk and milk products,Urban,220.46
TR,Tripura,5,milk and milk products,Urban,124.32
UT,Uttarakhand,5,milk and milk products,Urban,401.43
UP,Uttar Pradesh,5,milk and milk products,Urban,312.14
WB,West Bengal,5,milk and milk products,Urban,122.79
TG,Telangana,6,sugar,Urban,27.84
TR,Tripura,6,sugar,Urban,22.19
UT,Uttarakhand,6,sugar,Urban,35.16
UP,Uttar Pradesh,6,sugar,Urban,35.76
WB,West Bengal,6,sugar,Urban,22.46
TG,Telangana,7,salt,Urban,4.02
TR,Tripura,7,salt,Urban,6.44
UT,Uttarakhand,7,salt,Urban,3.88
UP,Uttar Pradesh,7,salt,Urban,3.2
WB,West Bengal,7,salt,Urban,4.08
TG,Telangana,8,edible oil,Urban,86.55
TR,Tripura,8,edible oil,Urban,95.28
UT,Uttarakhand,8,edible oil,Urban,69.33
UP,Uttar Pradesh,8,edible oil,Urban,76.35
WB,West Bengal,8,edible oil,Urban,97.58
TG,Telangana,9,"egg, fish & meat",Urban,227.54
TR,Tripura,9,"egg, fish & meat",Urban,549.99
UT,Uttarakhand,9,"egg, fish & meat",Urban,100.36
UP,Uttar Pradesh,9,"egg, fish & meat",Urban,65.61
WB,West Bengal,9,"egg, fish & meat",Urban,343.71
TG,Telangana,10,vegetables,Urban,201.95
TR,Tripura,10,vegetables,Urban,293.07
UT,Uttarakhand,10,vegetables,Urban,182.27
